	OrphaNumber	Disease_name	GeneAssociationCount	Associated_genes	Gene_IDs	Association_types	Association_statuses
1191	3220	Deafness-enamel hypoplasia-nail defects syndrome	2	['peroxisomal biogenesis factor 1', 'peroxisomal biogenesis factor 6']	[{'ExternalReference': [{'id': '57022', 'Source': 'Ensembl', 'Reference': 'ENSG00000127980'}, {'id': '32239', 'Source': 'Genatlas', 'Reference': 'PEX1'}, {'id': '32237', 'Source': 'HGNC', 'Reference': '8850'}, {'id': '32236', 'Source': 'OMIM', 'Reference': '602136'}, {'id': '33741', 'Source': 'SwissProt', 'Reference': 'O43933'}], 'count': '5'}, {'ExternalReference': [{'id': '57021', 'Source': 'Ensembl', 'Reference': 'ENSG00000124587'}, {'id': '32282', 'Source': 'Genatlas', 'Reference': 'PEX6'}, {'id': '32284', 'Source': 'HGNC', 'Reference': '8859'}, {'id': '32283', 'Source': 'OMIM', 'Reference': '601498'}, {'id': '33751', 'Source': 'SwissProt', 'Reference': 'Q13608'}], 'count': '5'}]	['Disease-causing germline mutation(s) (loss of function) in', 'Disease-causing germline mutation(s) (loss of function) in']	['Assessed', 'Assessed']
1192	280586	Chondrodysplasia with joint dislocations, gPAPP type	1	['inositol monophosphatase domain containing 1']	[{'ExternalReference': [{'id': '143227', 'Source': 'Reactome', 'Reference': 'Q9NX62'}, {'id': '60563', 'Source': 'Ensembl', 'Reference': 'ENSG00000104331'}, {'id': '54137', 'Source': 'Genatlas', 'Reference': 'IMPAD1'}, {'id': '54135', 'Source': 'HGNC', 'Reference': '26019'}, {'id': '54136', 'Source': 'OMIM', 'Reference': '614010'}, {'id': '54138', 'Source': 'SwissProt', 'Reference': 'Q9NX62'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1193	3221	Generalized resistance to thyroid hormone	1	['thyroid hormone receptor beta']	[{'ExternalReference': [{'id': '46809', 'Source': 'SwissProt', 'Reference': 'P10828'}, {'id': '58357', 'Source': 'Ensembl', 'Reference': 'ENSG00000151090'}, {'id': '27399', 'Source': 'Genatlas', 'Reference': 'THRB'}, {'id': '27396', 'Source': 'HGNC', 'Reference': '11799'}, {'id': '82834', 'Source': 'IUPHAR', 'Reference': '589'}, {'id': '27395', 'Source': 'OMIM', 'Reference': '190160'}, {'id': '58358', 'Source': 'Reactome', 'Reference': 'P10828'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1194	280553	Fatal infantile hypertonic myofibrillar myopathy	1	['crystallin alpha B']	[{'ExternalReference': [{'id': '98054', 'Source': 'Reactome', 'Reference': 'P02511'}, {'id': '32816', 'Source': 'SwissProt', 'Reference': 'P02511'}, {'id': '59854', 'Source': 'Ensembl', 'Reference': 'ENSG00000109846'}, {'id': '28274', 'Source': 'Genatlas', 'Reference': 'CRYAB'}, {'id': '28276', 'Source': 'HGNC', 'Reference': '2389'}, {'id': '28275', 'Source': 'OMIM', 'Reference': '123590'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1195	280558	Warsaw breakage syndrome	1	['DEAD/H-box helicase 11']	[{'ExternalReference': [{'id': '60559', 'Source': 'Ensembl', 'Reference': 'ENSG00000013573'}, {'id': '54120', 'Source': 'Genatlas', 'Reference': 'DDX11'}, {'id': '54118', 'Source': 'HGNC', 'Reference': '2736'}, {'id': '54119', 'Source': 'OMIM', 'Reference': '601150'}, {'id': '60560', 'Source': 'Reactome', 'Reference': 'Q96FC9'}, {'id': '54121', 'Source': 'SwissProt', 'Reference': 'Q96FC9'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1196	647	Nijmegen breakage syndrome	1	['nibrin']	[{'ExternalReference': [{'id': '58329', 'Source': 'Ensembl', 'Reference': 'ENSG00000104320'}, {'id': '31676', 'Source': 'Genatlas', 'Reference': 'NBN'}, {'id': '31674', 'Source': 'HGNC', 'Reference': '7652'}, {'id': '31673', 'Source': 'OMIM', 'Reference': '602667'}, {'id': '58330', 'Source': 'Reactome', 'Reference': 'O60934'}, {'id': '33583', 'Source': 'SwissProt', 'Reference': 'O60934'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1197	279943	Hereditary neutrophilia	1	['colony stimulating factor 3 receptor']	[{'ExternalReference': [{'id': '100316', 'Source': 'Reactome', 'Reference': 'Q99062'}, {'id': '60544', 'Source': 'Ensembl', 'Reference': 'ENSG00000119535'}, {'id': '36904', 'Source': 'Genatlas', 'Reference': 'CSF3R'}, {'id': '36905', 'Source': 'HGNC', 'Reference': '2439'}, {'id': '83081', 'Source': 'IUPHAR', 'Reference': '1719'}, {'id': '36907', 'Source': 'OMIM', 'Reference': '138971'}, {'id': '36906', 'Source': 'SwissProt', 'Reference': 'Q99062'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1198	279934	Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency	1	['deoxyguanosine kinase']	[{'ExternalReference': [{'id': '60542', 'Source': 'Ensembl', 'Reference': 'ENSG00000114956'}, {'id': '28535', 'Source': 'Genatlas', 'Reference': 'DGUOK'}, {'id': '28533', 'Source': 'HGNC', 'Reference': '2858'}, {'id': '28532', 'Source': 'OMIM', 'Reference': '601465'}, {'id': '60543', 'Source': 'Reactome', 'Reference': 'Q16854'}, {'id': '32871', 'Source': 'SwissProt', 'Reference': 'Q16854'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1199	3152	Sclerosteosis	2	['sclerostin', 'LDL receptor related protein 4']	[{'ExternalReference': [{'id': '58079', 'Source': 'Ensembl', 'Reference': 'ENSG00000167941'}, {'id': '36552', 'Source': 'Genatlas', 'Reference': 'SOST'}, {'id': '34030', 'Source': 'HGNC', 'Reference': '13771'}, {'id': '31352', 'Source': 'OMIM', 'Reference': '605740'}, {'id': '87980', 'Source': 'Reactome', 'Reference': 'Q9BQB4'}, {'id': '33512', 'Source': 'SwissProt', 'Reference': 'Q9BQB4'}], 'count': '6'}, {'ExternalReference': [{'id': '58363', 'Source': 'Ensembl', 'Reference': 'ENSG00000134569'}, {'id': '46572', 'Source': 'Genatlas', 'Reference': 'LRP4'}, {'id': '46571', 'Source': 'HGNC', 'Reference': '6696'}, {'id': '46574', 'Source': 'OMIM', 'Reference': '604270'}, {'id': '83178', 'Source': 'Reactome', 'Reference': 'O75096'}, {'id': '46573', 'Source': 'SwissProt', 'Reference': 'O75096'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed']
1200	280142	Severe combined immunodeficiency due to LCK deficiency	1	['LCK proto-oncogene, Src family tyrosine kinase']	[{'ExternalReference': [{'id': '60548', 'Source': 'Ensembl', 'Reference': 'ENSG00000182866'}, {'id': '54040', 'Source': 'Genatlas', 'Reference': 'LCK'}, {'id': '54038', 'Source': 'HGNC', 'Reference': '6524'}, {'id': '83211', 'Source': 'IUPHAR', 'Reference': '2053'}, {'id': '54039', 'Source': 'OMIM', 'Reference': '153390'}, {'id': '60549', 'Source': 'Reactome', 'Reference': 'P06239'}, {'id': '54041', 'Source': 'SwissProt', 'Reference': 'P06239'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1201	280133	Complement component 3 deficiency	1	['complement C3']	[{'ExternalReference': [{'id': '58476', 'Source': 'Ensembl', 'Reference': 'ENSG00000125730'}, {'id': '38111', 'Source': 'Genatlas', 'Reference': 'C3'}, {'id': '38113', 'Source': 'HGNC', 'Reference': '1318'}, {'id': '38112', 'Source': 'OMIM', 'Reference': '120700'}, {'id': '58477', 'Source': 'Reactome', 'Reference': 'P01024'}, {'id': '38114', 'Source': 'SwissProt', 'Reference': 'P01024'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
1202	3163	SHORT syndrome	1	['phosphoinositide-3-kinase regulatory subunit 1']	[{'ExternalReference': [{'id': '83804', 'Source': 'Ensembl', 'Reference': 'ENSG00000145675'}, {'id': '79139', 'Source': 'Genatlas', 'Reference': 'PIK3R1'}, {'id': '79137', 'Source': 'HGNC', 'Reference': '8979'}, {'id': '79138', 'Source': 'OMIM', 'Reference': '171833'}, {'id': '83803', 'Source': 'Reactome', 'Reference': 'P27986'}, {'id': '79140', 'Source': 'SwissProt', 'Reference': 'P27986'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1203	1479	Atrial septal defect-atrioventricular conduction defects syndrome	1	['NK2 homeobox 5']	[{'ExternalReference': [{'id': '97242', 'Source': 'Reactome', 'Reference': 'P52952'}, {'id': '33614', 'Source': 'SwissProt', 'Reference': 'P52952'}, {'id': '57708', 'Source': 'Ensembl', 'Reference': 'ENSG00000183072'}, {'id': '31819', 'Source': 'Genatlas', 'Reference': 'NKX2-5'}, {'id': '31821', 'Source': 'HGNC', 'Reference': '2488'}, {'id': '31820', 'Source': 'OMIM', 'Reference': '600584'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1204	3156	Senior-Loken syndrome	10	['centrosomal protein 290', 'inversin', 'IQ motif containing B1', 'nephrocystin 1', 'nephrocystin 3', 'nephrocystin 4', 'serologically defined colon cancer antigen 8', 'WD repeat domain 19', 'centrosomal protein 164', 'TRAF3 interacting protein 1']	[{'ExternalReference': [{'id': '57103', 'Source': 'Ensembl', 'Reference': 'ENSG00000198707'}, {'id': '26496', 'Source': 'Genatlas', 'Reference': 'CEP290'}, {'id': '26494', 'Source': 'HGNC', 'Reference': '29021'}, {'id': '26493', 'Source': 'OMIM', 'Reference': '610142'}, {'id': '57104', 'Source': 'Reactome', 'Reference': 'O15078'}, {'id': '32402', 'Source': 'SwissProt', 'Reference': 'O15078'}], 'count': '6'}, {'ExternalReference': [{'id': '58633', 'Source': 'Ensembl', 'Reference': 'ENSG00000119509'}, {'id': '30487', 'Source': 'Genatlas', 'Reference': 'INVS'}, {'id': '30489', 'Source': 'HGNC', 'Reference': '17870'}, {'id': '30488', 'Source': 'OMIM', 'Reference': '243305'}, {'id': '33329', 'Source': 'SwissProt', 'Reference': 'Q9Y283'}], 'count': '5'}, {'ExternalReference': [{'id': '58331', 'Source': 'Ensembl', 'Reference': 'ENSG00000173226'}, {'id': '30495', 'Source': 'Genatlas', 'Reference': 'IQCB1'}, {'id': '30493', 'Source': 'HGNC', 'Reference': '28949'}, {'id': '30492', 'Source': 'OMIM', 'Reference': '609237'}, {'id': '97229', 'Source': 'Reactome', 'Reference': 'Q15051'}, {'id': '33330', 'Source': 'SwissProt', 'Reference': 'Q15051'}], 'count': '6'}, {'ExternalReference': [{'id': '58332', 'Source': 'Ensembl', 'Reference': 'ENSG00000144061'}, {'id': '31887', 'Source': 'Genatlas', 'Reference': 'NPHP1'}, {'id': '31885', 'Source': 'HGNC', 'Reference': '7905'}, {'id': '31884', 'Source': 'OMIM', 'Reference': '607100'}, {'id': '97243', 'Source': 'Reactome', 'Reference': 'O15259'}, {'id': '33628', 'Source': 'SwissProt', 'Reference': 'O15259'}], 'count': '6'}, {'ExternalReference': [{'id': '58317', 'Source': 'Ensembl', 'Reference': 'ENSG00000113971'}, {'id': '31889', 'Source': 'Genatlas', 'Reference': 'NPHP3'}, {'id': '31891', 'Source': 'HGNC', 'Reference': '7907'}, {'id': '31890', 'Source': 'OMIM', 'Reference': '608002'}, {'id': '97244', 'Source': 'Reactome', 'Reference': 'Q7Z494'}, {'id': '33629', 'Source': 'SwissProt', 'Reference': 'Q7Z494'}], 'count': '6'}, {'ExternalReference': [{'id': '58333', 'Source': 'Ensembl', 'Reference': 'ENSG00000131697'}, {'id': '31897', 'Source': 'Genatlas', 'Reference': 'NPHP4'}, {'id': '31895', 'Source': 'HGNC', 'Reference': '19104'}, {'id': '31894', 'Source': 'OMIM', 'Reference': '607215'}, {'id': '58334', 'Source': 'Reactome', 'Reference': 'O75161'}, {'id': '33630', 'Source': 'SwissProt', 'Reference': 'O75161'}], 'count': '6'}, {'ExternalReference': [{'id': '49298', 'Source': 'HGNC', 'Reference': '10671'}, {'id': '49299', 'Source': 'OMIM', 'Reference': '613524'}, {'id': '58336', 'Source': 'Reactome', 'Reference': 'Q86SQ7'}, {'id': '49300', 'Source': 'SwissProt', 'Reference': 'Q86SQ7'}, {'id': '58335', 'Source': 'Ensembl', 'Reference': 'ENSG00000054282'}, {'id': '49297', 'Source': 'Genatlas', 'Reference': 'SDCCAG8'}], 'count': '6'}, {'ExternalReference': [{'id': '95499', 'Source': 'Reactome', 'Reference': 'Q8NEZ3'}, {'id': '54885', 'Source': 'SwissProt', 'Reference': 'Q8NEZ3'}, {'id': '57121', 'Source': 'Ensembl', 'Reference': 'ENSG00000157796'}, {'id': '54886', 'Source': 'Genatlas', 'Reference': 'WDR19'}, {'id': '54887', 'Source': 'HGNC', 'Reference': '18340'}, {'id': '54884', 'Source': 'OMIM', 'Reference': '608151'}], 'count': '6'}, {'ExternalReference': [{'id': '83514', 'Source': 'Ensembl', 'Reference': 'ENSG00000110274'}, {'id': '73391', 'Source': 'Genatlas', 'Reference': 'CEP164'}, {'id': '73389', 'Source': 'HGNC', 'Reference': '29182'}, {'id': '73390', 'Source': 'OMIM', 'Reference': '614848'}, {'id': '83513', 'Source': 'Reactome', 'Reference': 'Q9UPV0'}, {'id': '73392', 'Source': 'SwissProt', 'Reference': 'Q9UPV0'}], 'count': '6'}, {'ExternalReference': [{'id': '97502', 'Source': 'Ensembl', 'Reference': 'ENSG00000204104'}, {'id': '97499', 'Source': 'Genatlas', 'Reference': 'TRAF3IP1'}, {'id': '97497', 'Source': 'HGNC', 'Reference': '17861'}, {'id': '97498', 'Source': 'OMIM', 'Reference': '607380'}, {'id': '97501', 'Source': 'Reactome', 'Reference': 'Q8TDR0'}, {'id': '97500', 'Source': 'SwissProt', 'Reference': 'Q8TDR0'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) (loss of function) in']	['Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed']
1205	280071	ALG11-CDG	1	['ALG11 alpha-1,2-mannosyltransferase']	[{'ExternalReference': [{'id': '60545', 'Source': 'Ensembl', 'Reference': 'ENSG00000253710'}, {'id': '54016', 'Source': 'Genatlas', 'Reference': 'ALG11'}, {'id': '54014', 'Source': 'HGNC', 'Reference': '32456'}, {'id': '54015', 'Source': 'OMIM', 'Reference': '613666'}, {'id': '83210', 'Source': 'Reactome', 'Reference': 'Q2TAA5'}, {'id': '82569', 'Source': 'SwissProt', 'Reference': 'Q2TAA5'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1206	3157	Septo-optic dysplasia spectrum	7	['prokineticin receptor 2', 'SRY-box 2', 'fibroblast growth factor receptor 1', 'HESX homeobox 1', 'orthodenticle homeobox 2', 'SRY-box 3', 'aryl hydrocarbon receptor nuclear translocator 2']	[{'ExternalReference': [{'id': '58429', 'Source': 'Ensembl', 'Reference': 'ENSG00000101292'}, {'id': '36596', 'Source': 'Genatlas', 'Reference': 'PROKR2'}, {'id': '25129', 'Source': 'HGNC', 'Reference': '15836'}, {'id': '82749', 'Source': 'IUPHAR', 'Reference': '336'}, {'id': '25128', 'Source': 'OMIM', 'Reference': '607123'}, {'id': '58430', 'Source': 'Reactome', 'Reference': 'Q8NFJ6'}, {'id': '33257', 'Source': 'SwissProt', 'Reference': 'Q8NFJ6'}], 'count': '7'}, {'ExternalReference': [{'id': '58339', 'Source': 'Ensembl', 'Reference': 'ENSG00000181449'}, {'id': '27018', 'Source': 'Genatlas', 'Reference': 'SOX2'}, {'id': '27020', 'Source': 'HGNC', 'Reference': '11195'}, {'id': '27019', 'Source': 'OMIM', 'Reference': '184429'}, {'id': '87969', 'Source': 'Reactome', 'Reference': 'P48431'}, {'id': '32511', 'Source': 'SwissProt', 'Reference': 'P48431'}], 'count': '6'}, {'ExternalReference': [{'id': '58256', 'Source': 'Ensembl', 'Reference': 'ENSG00000077782'}, {'id': '29433', 'Source': 'Genatlas', 'Reference': 'FGFR1'}, {'id': '29431', 'Source': 'HGNC', 'Reference': '3688'}, {'id': '82916', 'Source': 'IUPHAR', 'Reference': '1808'}, {'id': '29430', 'Source': 'OMIM', 'Reference': '136350'}, {'id': '58257', 'Source': 'Reactome', 'Reference': 'P11362'}, {'id': '33060', 'Source': 'SwissProt', 'Reference': 'P11362'}], 'count': '7'}, {'ExternalReference': [{'id': '143259', 'Source': 'Reactome', 'Reference': 'Q9UBX0'}, {'id': '58337', 'Source': 'Ensembl', 'Reference': 'ENSG00000163666'}, {'id': '30152', 'Source': 'Genatlas', 'Reference': 'HESX1'}, {'id': '30150', 'Source': 'HGNC', 'Reference': '4877'}, {'id': '30149', 'Source': 'OMIM', 'Reference': '601802'}, {'id': '33211', 'Source': 'SwissProt', 'Reference': 'Q9UBX0'}], 'count': '6'}, {'ExternalReference': [{'id': '33664', 'Source': 'SwissProt', 'Reference': 'P32243'}, {'id': '58338', 'Source': 'Ensembl', 'Reference': 'ENSG00000165588'}, {'id': '37287', 'Source': 'Genatlas', 'Reference': 'OTX2'}, {'id': '32059', 'Source': 'HGNC', 'Reference': '8522'}, {'id': '32058', 'Source': 'OMIM', 'Reference': '600037'}], 'count': '5'}, {'ExternalReference': [{'id': '58340', 'Source': 'Ensembl', 'Reference': 'ENSG00000134595'}, {'id': '34936', 'Source': 'Genatlas', 'Reference': 'SOX3'}, {'id': '34933', 'Source': 'HGNC', 'Reference': '11199'}, {'id': '34934', 'Source': 'OMIM', 'Reference': '313430'}, {'id': '97248', 'Source': 'Reactome', 'Reference': 'P41225'}, {'id': '34935', 'Source': 'SwissProt', 'Reference': 'P41225'}], 'count': '6'}, {'ExternalReference': [{'id': '135069', 'Source': 'Reactome', 'Reference': 'Q9HBZ2'}, {'id': '84321', 'Source': 'OMIM', 'Reference': '606036'}, {'id': '84320', 'Source': 'SwissProt', 'Reference': 'Q9HBZ2'}, {'id': '84597', 'Source': 'Ensembl', 'Reference': 'ENSG00000172379'}, {'id': '84319', 'Source': 'Genatlas', 'Reference': 'ARNT2'}, {'id': '84318', 'Source': 'HGNC', 'Reference': '16876'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) (loss of function) in']	['Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed']
1207	280210	Pelizaeus-Merzbacher disease, connatal form	1	['proteolipid protein 1']	[{'ExternalReference': [{'id': '60551', 'Source': 'Ensembl', 'Reference': 'ENSG00000123560'}, {'id': '24962', 'Source': 'Genatlas', 'Reference': 'PLP1'}, {'id': '24960', 'Source': 'HGNC', 'Reference': '9086'}, {'id': '24959', 'Source': 'OMIM', 'Reference': '300401'}, {'id': '32802', 'Source': 'SwissProt', 'Reference': 'P60201'}], 'count': '5'}]	['Disease-causing germline mutation(s) in']	['Assessed']
1208	280219	Pelizaeus-Merzbacher disease, classic form	1	['proteolipid protein 1']	[{'ExternalReference': [{'id': '60551', 'Source': 'Ensembl', 'Reference': 'ENSG00000123560'}, {'id': '24962', 'Source': 'Genatlas', 'Reference': 'PLP1'}, {'id': '24960', 'Source': 'HGNC', 'Reference': '9086'}, {'id': '24959', 'Source': 'OMIM', 'Reference': '300401'}, {'id': '32802', 'Source': 'SwissProt', 'Reference': 'P60201'}], 'count': '5'}]	['Disease-causing germline mutation(s) in']	['Assessed']
